Label	logFC	FDR
ERAL1	-0.1453306	7.04E-01
RFPL1	-0.4650291	7.05E-01
EPS8L3	-0.206461	7.05E-01
SEPT7-AS1	0.1907194	7.05E-01
INTS6L	-0.2098988	7.05E-01
MIR4290HG	0.5394909	7.05E-01
LOC728868	-0.4598898	7.05E-01
NELL2	-0.2723507	7.05E-01
C22orf31	-0.1791844	7.05E-01
RBM23	-0.0884406	7.05E-01
C7orf77	0.4240029	7.05E-01
MICU2	-0.0955804	7.05E-01
LOC100129112	-0.4498189	7.05E-01
FRG2EP	-0.5362423	7.05E-01
KRT71	-0.3588754	7.05E-01
AA06	-0.2984705	7.05E-01
HESX1	0.3142742	7.05E-01
IGSF10	-0.3434201	7.05E-01
CCDC58	0.1567395	7.05E-01
TNNT1	0.4844967	7.05E-01
SCNN1D	-0.4267911	7.05E-01
APCDD1	0.2984036	7.05E-01
IBA57	-0.1307377	7.05E-01
TNFSF9	0.416791	7.05E-01
KYNU	0.3100842	7.05E-01
CD177	-0.3441694	7.05E-01
LOC101927884	-0.3008648	7.05E-01
LINC00937	-0.4571688	7.06E-01
LINC00964	0.3751929	7.06E-01
ARC	0.4828095	7.06E-01
LOC105374809	-0.2831087	7.06E-01
GLIS1	-0.2784924	7.06E-01
PPP1R13L	0.2467519	7.06E-01
PGM5-AS1	-0.5109892	7.06E-01
RBFADN	-0.2887918	7.06E-01
ANKRD55	0.2539854	7.06E-01
FOXL1	0.1744151	7.06E-01
ZNF317	0.098873	7.06E-01
MAPK8IP1	-0.2942978	7.06E-01
NHLH2	0.2775821	7.06E-01
CDK5R1	0.2632176	7.06E-01
ZNF713	-0.1914061	7.07E-01
ALMS1-IT1	0.1566445	7.07E-01
GUSB	0.3456902	7.07E-01
LOC101927608	-0.178096	7.07E-01
LOC100134368	-0.3703534	7.07E-01
SCN10A	-0.3208389	7.07E-01
FLJ31713	0.3618034	7.07E-01
MIR17HG	-0.5040688	7.07E-01
TMEM51	-0.1393472	7.07E-01
FGF3	-0.5384097	7.07E-01
LOC107984534	0.1509582	7.07E-01
CRAT	-0.3101957	7.07E-01
SRGN	0.1727118	7.07E-01
CEP63	-0.3099017	7.07E-01
EIF3J-AS1	0.1301396	7.07E-01
VPS9D1-AS1	-0.3460504	7.07E-01
FAM230C	-0.4604418	7.07E-01
LOC102724487	-0.314128	7.07E-01
TK2	-0.3528046	7.08E-01
PDXP///SH3BP1	0.2164736	7.08E-01
OR51E2	0.2910402	7.08E-01
LOC101928894	-0.4094062	7.08E-01
LOC100653005	-0.4383368	7.08E-01
CNEP1R1	-0.0932373	7.08E-01
LOC101929034	-0.3485365	7.08E-01
FAM155B	-0.2528731	7.08E-01
LGMN	0.1258236	7.08E-01
HILS1	0.3982903	7.08E-01
DKFZP586I1420	-0.12319	7.08E-01
HCG4	-0.3498408	7.08E-01
EIF3C	-0.1300968	7.08E-01
DOC2B	-0.3993145	7.08E-01
LOC102723722///NDUFA6-AS1	-0.4045264	7.08E-01
LOC101928663	0.4302104	7.08E-01
RTN4RL2	-0.4929373	7.08E-01
LOC105376975	-0.2445881	7.08E-01
ZNF490	-0.0979447	7.08E-01
CATSPERD	-0.3830621	7.08E-01
STAR	0.2784385	7.08E-01
LOC100128993	0.4891791	7.09E-01
DUSP18	0.2522927	7.09E-01
FAM26D	-0.5181784	7.09E-01
S100A14	-0.3525337	7.09E-01
FPGT-TNNI3K///TNNI3K	-0.5334573	7.09E-01
WDR92	0.0877891	7.09E-01
LOC105373876	-0.4468733	7.09E-01
LOC101928727	-0.4824819	7.09E-01
ICK	-0.1942421	7.09E-01
CAPN7	-0.1071692	7.09E-01
SF3A2	0.1549623	7.09E-01
FKBP5	-0.5655822	7.09E-01
GDF7	-0.2532259	7.09E-01
LINC00467	0.1420455	7.09E-01
FCF1	-0.1266207	7.09E-01
RS1	0.3840913	7.09E-01
HLA-DRB6	-0.3525344	7.09E-01
LINC01270	-0.4176166	7.10E-01
POU5F2	-0.3737357	7.10E-01
PIK3R4	0.0892911	7.10E-01
DSCAM	-0.4025044	7.10E-01
LOC285593	-0.4751103	7.10E-01
TRIM45	-0.203067	7.11E-01
ENOX1	0.249322	7.11E-01
STATH	-0.5792242	7.11E-01
SMAD1	0.1184255	7.11E-01
FGF13	-0.3968129	7.11E-01
ASB12	0.3804733	7.11E-01
TAL1	-0.3496905	7.11E-01
FAM118A	0.2283795	7.11E-01
COX17	-0.1234807	7.11E-01
TMX4	0.172488	7.11E-01
LOC101928277	0.3360921	7.12E-01
FGL2	0.1933857	7.12E-01
SNORD96A///SNORD95///RACK1	0.1106088	7.12E-01
LOC101927824	-0.4077623	7.12E-01
C10orf128	-0.2660767	7.12E-01
LOC101928516	-0.4822405	7.12E-01
PODNL1	-0.1820755	7.12E-01
LOC100505609	-0.4872561	7.12E-01
ZNF439	0.2433572	7.12E-01
REXO1	-0.3691303	7.12E-01
MYOM3	-0.2506785	7.12E-01
CTC1	-0.1276262	7.12E-01
TRIP4	0.0975063	7.12E-01
ASIC4	-0.2666965	7.12E-01
TEX41	-0.3898657	7.12E-01
FRA10AC1	-0.1310685	7.12E-01
PTMS	0.2356728	7.12E-01
PCDHA5	-0.3932158	7.12E-01
SLC35F1	-0.2513691	7.12E-01
ABL1	0.1453541	7.12E-01
TMEM64	0.1697204	7.12E-01
HIST1H1E	-0.1841145	7.12E-01
LINC01197	0.460659	7.12E-01
LOC101927228	0.3371878	7.12E-01
MIR6805///RPL28	-0.1312761	7.13E-01
CD151	0.1261876	7.13E-01
LOC101928505	0.5234861	7.13E-01
SPRR3	-0.3905172	7.13E-01
RIC1	-0.1842962	7.13E-01
TPRG1L	-0.1442417	7.13E-01
FUK	0.1320783	7.13E-01
NRG3	-0.5369675	7.13E-01
GOLPH3	-0.110827	7.13E-01
GNB3	-0.2266157	7.13E-01
GPR17	-0.4179795	7.13E-01
LOC101930343///CATSPER2P1///CATSPER2	-0.2546966	7.13E-01
TIMM21	-0.1004762	7.13E-01
NBPF10///NBPF8///NBPF11	-0.0980732	7.13E-01
TM2D2	-0.1050827	7.13E-01
LOC220077	0.3542049	7.13E-01
CAMP	-0.4155784	7.13E-01
SDF2L1	-0.1558983	7.13E-01
ORAOV1	-0.2745673	7.13E-01
IDI2	0.3729288	7.13E-01
PCDHB11	0.3025542	7.13E-01
ORAI1	-0.1299509	7.13E-01
RAB1B	-0.1006442	7.13E-01
PRSS33	0.3925095	7.14E-01
SLC50A1	0.1912818	7.14E-01
USP32///USP6	-0.2281629	7.14E-01
LOC100506639	-0.2318787	7.14E-01
HUS1	0.1895568	7.14E-01
LINC01616	-0.4663782	7.14E-01
HMX2	0.3600943	7.14E-01
PIN1P1	0.2287768	7.14E-01
INTS5	-0.1024521	7.14E-01
DUSP2	0.170814	7.14E-01
LOC100293211///IGHV4-31///IGHM///IGHG3///IGHG1///IGHA1	-0.3958533	7.14E-01
DPH3P1	0.2947117	7.15E-01
TSPAN16	-0.346863	7.15E-01
ZNF426	0.1559313	7.15E-01
LOC101930595///PGGHG	-0.2705848	7.15E-01
CLUH	-0.243093	7.15E-01
CNBP	-0.1172622	7.15E-01
ZSWIM7	-0.1747345	7.15E-01
GPR35	0.1617966	7.15E-01
ZFAND1	-0.1224463	7.15E-01
CCZ1B	-0.0863863	7.15E-01
SORL1	-0.1835249	7.15E-01
PTENP1///PTEN	-0.0804518	7.15E-01
KIAA1024	0.2211725	7.15E-01
KLF11	-0.2006968	7.15E-01
NRGN	-0.2068198	7.15E-01
SLC17A4	-0.3171823	7.15E-01
LOC255177	0.3808349	7.15E-01
CTSO	-0.1880605	7.15E-01
LOC101928882///CCDC39	-0.4180578	7.15E-01
VDAC2	-0.1176039	7.16E-01
C12orf80	-0.4305293	7.16E-01
ZNF691	-0.1944378	7.16E-01
HNRNPAB	-0.1378723	7.16E-01
BLCAP	0.1548128	7.16E-01
FAM24B	-0.2044204	7.16E-01
ZDHHC9	0.1526703	7.16E-01
PCDHA10	-0.4107235	7.16E-01
KHK	-0.2672357	7.16E-01
MIR8085///BCL3	0.1781148	7.16E-01
TRIML2	0.351898	7.16E-01
LOC101928820	-0.2938147	7.16E-01
RPEL1///RPE	0.2302131	7.16E-01
C11orf24	-0.1153231	7.16E-01
DCDC5///DCDC1	-0.400287	7.16E-01
TMEM62	-0.3429746	7.16E-01
CYP11A1	-0.4359182	7.16E-01
LOC105373860	-0.4695465	7.16E-01
ASTN1	-0.3099302	7.16E-01
UBL7	0.2093708	7.16E-01
LOC101927040	0.2520404	7.16E-01
TMEM39B	0.0792064	7.16E-01
TNFSF18	0.3413723	7.16E-01
LOC157740	-0.276561	7.16E-01
TMEM234	0.3470505	7.16E-01
LRRC23	-0.2565921	7.16E-01
OLFM4	1.0149416	7.17E-01
IPO13	-0.1052875	7.17E-01
MSC	-0.2199403	7.17E-01
TACR2	0.5207946	7.17E-01
ISM1-AS1	-0.4189128	7.17E-01
COQ6	-0.1240025	7.17E-01
KCTD4	-0.4060086	7.17E-01
PLCG1-AS1	0.2139866	7.17E-01
GUCY2C	-0.7914018	7.17E-01
EIF3K	0.1438682	7.17E-01
IFT74	0.1312304	7.17E-01
PRUNE2	0.2500556	7.17E-01
SMR3A	-0.3731759	7.17E-01
AATBC	-0.3495915	7.17E-01
OSGEPL1	0.1051633	7.17E-01
NCK1-AS1	0.1209987	7.17E-01
GRIK3	-0.3040296	7.18E-01
WFDC21P	-0.4177723	7.18E-01
LAMTOR5	-0.0882122	7.18E-01
LINC00606	0.5236212	7.18E-01
OR5AK4P	0.4650512	7.18E-01
STK36	0.1284986	7.18E-01
ADAMTS20	-0.4173863	7.18E-01
MRPL16	-0.128974	7.18E-01
LINC01146	0.5361308	7.18E-01
HIST1H2BK	0.2206751	7.18E-01
NNT-AS1	-0.1496073	7.18E-01
MTA2	0.3430866	7.18E-01
ZNF705G	0.3537451	7.18E-01
MYL1	-0.4760308	7.18E-01
GK2	-0.3365886	7.18E-01
POLR2B	-0.1186242	7.18E-01
RPL36	0.2332791	7.19E-01
FAM81A	0.4019737	7.19E-01
SIRPG	-0.3561324	7.19E-01
HEATR4	0.330198	7.19E-01
TMEM258	-0.0979523	7.19E-01
CNOT7	0.1949747	7.19E-01
KLHL2	0.1381008	7.19E-01
CYP4Z2P	0.3528909	7.19E-01
LOC653160	0.4040788	7.19E-01
LOC101927340	-0.3152653	7.19E-01
CENPVL2///CENPVL1	0.3379107	7.20E-01
LOC101929748	-0.423832	7.20E-01
RGS17	0.3312606	7.20E-01
GBP6	-0.4089148	7.20E-01
RASSF3	0.1586057	7.20E-01
KIAA0922	-0.1484621	7.20E-01
C17orf62	0.1137861	7.20E-01
TNFSF14	0.5431027	7.20E-01
USP20	0.1448857	7.20E-01
NSAP11	-0.3331606	7.20E-01
EPHA6	-0.4436529	7.20E-01
LINC00266-1	-0.1404405	7.20E-01
KATNAL2	-0.364076	7.20E-01
FUZ	-0.2871439	7.20E-01
LOC100507384	-0.3097006	7.20E-01
HYDIN2	-0.4047668	7.21E-01
CABLES2	0.152259	7.21E-01
LOC101928524	-0.2704733	7.21E-01
ATXN7L2	0.3002967	7.21E-01
KRT35	-0.5083647	7.21E-01
CDKAL1	0.3934404	7.21E-01
ZNF708	-0.1909348	7.21E-01
ACSS3	0.2194588	7.21E-01
CHL1-AS1	0.4987385	7.21E-01
SRP68	0.0939725	7.21E-01
UGT2B28	-0.5144712	7.21E-01
DUX4L24///DBET///LOC100291626///DUX4///LOC100288289///LOC100287823///LOC100133400///DUX4L2///DUX4L3///DUX4L5///DUX4L6///DUX4L7///LOC652301///DUX4L4///DUX4L8///DUX3///DUX4L1	0.156769	7.21E-01
LOC728084	-0.4421884	7.21E-01
GAL3ST3	0.4042887	7.21E-01
ZKSCAN4	0.1015439	7.22E-01
LOC253573	-0.468026	7.22E-01
KRTAP19-1	0.3000547	7.22E-01
AMBN	-0.3698912	7.22E-01
S100A7	0.5977838	7.22E-01
RNF43	0.2952042	7.22E-01
LOC101927647	-0.4191406	7.22E-01
C12orf66	0.1489561	7.23E-01
LINC00900	0.1446396	7.23E-01
NAALADL1	0.4167633	7.23E-01
GTF2E1	0.0908213	7.23E-01
XKRX	0.3558313	7.23E-01
RPL12	-0.0974974	7.23E-01
LINC00661	-0.4347841	7.23E-01
CLCN6	0.2448219	7.23E-01
LOC101929592	-0.3043717	7.24E-01
LINC01500	0.3710026	7.24E-01
LINC01165	-0.3486419	7.24E-01
GP2	-0.7281092	7.24E-01
RAMP2-AS1	-0.2758916	7.24E-01
CADM3-AS1	0.3439818	7.24E-01
LOC388456	-0.3547806	7.24E-01
NR2F1-AS1	0.1969446	7.24E-01
TBC1D10B	-0.1060858	7.24E-01
SCAMPER	0.382623	7.24E-01
C4orf48	0.1912027	7.24E-01
LOC101060604///NPIPA5///SMG1P3///NPIPB5///SMG1P1///LOC613037///NPIPB4///SLC7A5P1///NPIPB3	0.0951141	7.24E-01
ZNF417///ZNF587	0.1171418	7.25E-01
ZNF503-AS2	-0.4472335	7.25E-01
CARMIL1	0.1444696	7.25E-01
APOL1	-0.3321684	7.25E-01
WDSUB1	0.1282147	7.25E-01
LOC101928729	-0.3415786	7.25E-01
GPM6B	-0.3385617	7.25E-01
INGX	-0.2860109	7.25E-01
MID2	-0.2177197	7.25E-01
ERVV-1	-0.2510571	7.25E-01
EGR3	-0.2614095	7.25E-01
OR8D1	0.3239914	7.25E-01
PCDHGA9	-0.3315091	7.25E-01
VAX2	0.2174463	7.25E-01
ARHGAP9	-0.2154517	7.26E-01
ZNF565	-0.112189	7.26E-01
CCDC22	0.1223871	7.26E-01
SHBG	-0.2833531	7.26E-01
GLCE	-0.1651787	7.26E-01
MZT2B	0.1200768	7.26E-01
LOC101928343	-0.1437965	7.26E-01
OR3A3	0.3065921	7.26E-01
SLC5A7	-0.3682906	7.26E-01
LOC574538	-0.4093562	7.26E-01
RILPL2	0.1587143	7.26E-01
TXNDC12	0.0934499	7.26E-01
MCM8-AS1	-0.5020757	7.26E-01
ESCO1	-0.1412416	7.26E-01
SCARNA13///SNHG10	-0.0984797	7.26E-01
ZNF595	-0.4096298	7.26E-01
IL2RG	-0.1647082	7.26E-01
LOC283585	-0.3339068	7.26E-01
CH25H	-0.2791578	7.27E-01
IGHV4-31///IGHM///IGHG3///IGHG1///IGHA1	-0.5308351	7.27E-01
BDKRB2	-0.1756742	7.27E-01
SPEF2	0.1905551	7.27E-01
TRIM51	-0.311583	7.27E-01
LOC100505585///ARHGEF1	-0.2480233	7.27E-01
BCS1L	0.1178813	7.27E-01
NCKAP5L	0.4440751	7.27E-01
OSBPL1A	-0.2240291	7.27E-01
ARMC3	0.3365519	7.27E-01
GDI2	-0.1064506	7.27E-01
NR1H3	0.1499411	7.27E-01
CBLC	-0.374255	7.27E-01
MRPL38	0.121097	7.27E-01
LOC101927490	0.4367004	7.28E-01
ZNF208	-0.35909	7.28E-01
FSCN3	-0.3557142	7.28E-01
LOC101930655///C7orf73	-0.1034242	7.28E-01
FDCSP	-0.7680559	7.28E-01
LINC00592	0.3026818	7.28E-01
TIMM8B	0.1075001	7.28E-01
PIGF	0.0860434	7.28E-01
RAP2C-AS1	0.2511316	7.28E-01
NSMCE3	0.1782293	7.28E-01
ATRAID	0.1019377	7.28E-01
FAM160A2	-0.1270811	7.28E-01
LOC100289283	-0.3296371	7.28E-01
PNPO	0.1354002	7.28E-01
HS3ST2	0.2430324	7.28E-01
RPL24	-0.072151	7.29E-01
PLEKHH2	0.2512599	7.29E-01
SNAP25	0.2484696	7.29E-01
ZNF304	0.1323613	7.29E-01
C1orf68	-0.4440714	7.29E-01
RHOD	-0.1219958	7.29E-01
LOC101927122	-0.3174559	7.29E-01
ZNF571-AS1	-0.490688	7.29E-01
CNN2	0.0993366	7.29E-01
KHDC3L	-0.3789301	7.29E-01
LOC101927237	0.4437273	7.29E-01
UHRF2	0.1010284	7.29E-01
DRICH1	-0.2234573	7.29E-01
LOC101928135	-0.387905	7.29E-01
PCBD1	0.146361	7.29E-01
CFP	-0.4163691	7.29E-01
PLSCR2	-0.2896089	7.30E-01
TMEM39A	0.1299295	7.30E-01
INO80B-WBP1///INO80B	0.3064737	7.30E-01
TMSB15B	0.3827032	7.30E-01
CTAG1A///CTAG1B	0.4404497	7.30E-01
BAP1	0.1385071	7.30E-01
MAPK13	0.1863399	7.30E-01
LOC100996671	0.3072814	7.30E-01
TENM3	-0.4615363	7.30E-01
NKX2-1-AS1	0.2328016	7.30E-01
TEX13A	-0.4230074	7.30E-01
HORMAD1	0.5506183	7.30E-01
CLDN12	0.1446438	7.30E-01
CHCHD2	0.0867586	7.30E-01
STT3A	0.1431508	7.30E-01
MEPE	-0.3646838	7.30E-01
GPR101	0.3718041	7.30E-01
IFNK	-0.47618	7.30E-01
MED14OS	0.299276	7.30E-01
THAP3	0.1562573	7.30E-01
ANXA4	-0.1757147	7.30E-01
MGMT	-0.1255116	7.30E-01
LOC101928787	0.3120735	7.31E-01
MRM1	-0.2292342	7.31E-01
LOC100289333	-0.096987	7.31E-01
FTCDNL1	0.3233918	7.31E-01
NUAK2///AKIP1	0.1913105	7.31E-01
CABS1	0.4102865	7.31E-01
LOC101927734	0.6677428	7.31E-01
PROSER3	-0.160575	7.31E-01
PHLDB1	-0.2233344	7.31E-01
MIR2682///MIR137///MIR137HG	0.3301201	7.31E-01
LIPE-AS1	0.3295623	7.31E-01
LOC100289058	-0.155739	7.31E-01
LINC01057	0.3350142	7.31E-01
LRRIQ1	-0.4689343	7.31E-01
METTL10	-0.1394555	7.31E-01
SBDSP1///SBDS	0.1869794	7.31E-01
HMGN3-AS1	0.1352782	7.31E-01
OVOL1	0.4927251	7.31E-01
BTBD16	0.6193533	7.31E-01
THOC1	0.1168596	7.32E-01
LRRC8E	0.1430045	7.32E-01
TMEM79	-0.1823691	7.32E-01
PRR9	-0.3890987	7.32E-01
NPW	-0.2557709	7.32E-01
ADAMTSL2	0.2804648	7.32E-01
NHLRC4	-0.3487946	7.32E-01
DNAJC27	-0.1204676	7.32E-01
LOC93463	-0.2180576	7.32E-01
AGPAT1	-0.1330392	7.32E-01
LOC101927507	-0.3236034	7.32E-01
FRS2	0.2438961	7.32E-01
CLVS2	0.183697	7.32E-01
LOC100287210	-0.1828095	7.32E-01
ACSM2B///ACSM2A	0.4138845	7.32E-01
LOC105378052	-0.328104	7.32E-01
EN1	-0.4001748	7.32E-01
CMTR1	0.1102827	7.32E-01
LOC105377925	-0.4929902	7.33E-01
MTERF1	-0.1471746	7.33E-01
LRIF1	-0.1460572	7.33E-01
LINC01521	0.4178295	7.33E-01
RPL7AP9	0.2437928	7.33E-01
FASLG	-0.2726401	7.33E-01
UTS2B	0.5837376	7.33E-01
SLITRK1	-0.3778032	7.33E-01
LOC105370941	-0.3412612	7.33E-01
SYT17	-0.2437091	7.33E-01
PMS2P8	0.1365927	7.33E-01
LOC101930026	-0.2786261	7.33E-01
ATP1A2	-0.4575051	7.33E-01
AMBP	-0.3678913	7.33E-01
WDR49	-0.5958769	7.33E-01
DPH7	0.1066075	7.33E-01
SLC24A2	-0.2919172	7.34E-01
MFSD14B	0.1134642	7.34E-01
PCDHGB7	-0.5094435	7.34E-01
ERICH6	-0.3954988	7.34E-01
LIFR-AS1///MIR3650	-0.5375984	7.34E-01
LOC728613///PDCD6	-0.1698825	7.34E-01
TEX261	0.1132024	7.34E-01
RBM10	0.1190758	7.34E-01
DYNLT1	0.0974648	7.34E-01
ZBTB22	-0.2239611	7.34E-01
ARID3A	0.1855093	7.34E-01
C19orf33	-0.4285935	7.34E-01
POU4F1	0.4883933	7.35E-01
LOC101929450	-0.5356131	7.35E-01
MRFAP1L1	-0.077288	7.35E-01
GRIA1	0.4204412	7.35E-01
GPR137	-0.2332157	7.35E-01
LOC162137	-0.3154926	7.35E-01
ZDHHC11B///ZDHHC11	0.3733857	7.35E-01
CLEC12B	-0.5465622	7.35E-01
REG1B	-0.9420788	7.35E-01
CXCR5	-0.3054811	7.35E-01
LOC145678	-0.3838895	7.35E-01
RHOT2	0.1025187	7.35E-01
KIAA0408	0.5450809	7.35E-01
FEZF2	-0.3353118	7.36E-01
WDR81	0.1095535	7.36E-01
FGD5-AS1	0.2958373	7.36E-01
ABCA7	-0.1568214	7.36E-01
MYL10	0.181125	7.36E-01
TGFBR3	-0.2510696	7.36E-01
ANKRD17	-0.0914078	7.36E-01
LOC102724511	0.3969401	7.36E-01
LOC100130264	-0.2964425	7.36E-01
TFAP2D	0.3853999	7.36E-01
DPCD	0.0878216	7.36E-01
LOC101929151	-0.1418048	7.36E-01
GJA4	0.2218254	7.36E-01
CDHR1	-0.423296	7.36E-01
ABHD13	-0.1001591	7.36E-01
TMOD4///VPS72	0.2031369	7.36E-01
LOC101927181	-0.344943	7.36E-01
KHDC1L	-0.3639402	7.36E-01
B3GALNT1	0.2122764	7.36E-01
GAFA2	-0.2396941	7.36E-01
LOC102724714	-0.2586049	7.36E-01
MMACHC	-0.1374227	7.36E-01
CFHR5	0.4198953	7.36E-01
COX6C	-0.0882407	7.36E-01
SLITRK4	-0.4376117	7.36E-01
ZNF468	-0.1277577	7.36E-01
LINC00710	-0.4225518	7.36E-01
SNX9	-0.0892669	7.36E-01
NCKIPSD	-0.1476523	7.37E-01
KNCN	-0.2364677	7.37E-01
NBL1	0.1645933	7.37E-01
CTXN2///SLC24A5	0.3556499	7.37E-01
SPP2	-0.3598459	7.37E-01
TUBA3D///TUBA3C	-0.1175964	7.37E-01
CACNA1S	-0.2667778	7.37E-01
LINC00216	-0.2818876	7.37E-01
LOC100129175	-0.3617548	7.37E-01
FOXP4-AS1	-0.1848481	7.37E-01
RNF151	-0.3306245	7.37E-01
LINC01234	0.5055727	7.37E-01
LOC101929141///CCDC144CP///CCDC144B///CCDC144A	-0.3572453	7.37E-01
ZSCAN12	0.2625522	7.37E-01
NFKBIZ	0.1904338	7.37E-01
FAM213B	0.2131804	7.37E-01
UMODL1	-0.4115737	7.37E-01
DOK7	-0.174213	7.37E-01
NPHP4	0.3193822	7.37E-01
SEPSECS-AS1	-0.1833607	7.38E-01
TLR1	0.1949518	7.38E-01
WNT16	-0.4365358	7.38E-01
ZDHHC19	0.3132735	7.38E-01
C3P1	0.4165942	7.38E-01
EIF3CL///EIF3C	-0.1062595	7.38E-01
LIN54	-0.1139614	7.38E-01
TMCC1-AS1	0.2650894	7.38E-01
PCIF1	-0.2026177	7.38E-01
LOC101928449	-0.4259257	7.38E-01
MUS81	0.0733084	7.38E-01
GUSBP1	-0.5101656	7.38E-01
LOC101927089	-0.3322424	7.38E-01
VSTM1	-0.2670545	7.38E-01
RYBP	-0.1202073	7.39E-01
LOC105377458	0.4652356	7.39E-01
CDKL2	0.3132089	7.39E-01
RPL27	-0.0682942	7.39E-01
LOC388780	0.2995102	7.39E-01
SELP	-0.2120666	7.39E-01
ZMAT4	0.3579114	7.39E-01
SETD9	0.3446863	7.39E-01
CYP4Z1	-0.2557511	7.39E-01
A2M-AS1	-0.2325481	7.39E-01
LOC101930541	-0.3037119	7.40E-01
FLJ38773	0.3902246	7.40E-01
SPI1	-0.3484874	7.40E-01
TPTE2P6	-0.3438554	7.40E-01
CYP7B1	0.2171127	7.40E-01
MPEG1	-0.1849678	7.40E-01
LINC00645	-0.4520875	7.40E-01
C1QTNF2	-0.4457962	7.40E-01
KCNH2	-0.2333424	7.40E-01
SYT8	-0.215371	7.40E-01
VPS36	0.2383357	7.40E-01
GPR183	-0.2549966	7.41E-01
SGTA	-0.1123657	7.41E-01
SLC9A3R2	0.4723251	7.41E-01
TMEM106C	0.1570363	7.41E-01
SPATA31C2	0.425216	7.41E-01
C12orf57	0.1212114	7.41E-01
RAB36	0.1937644	7.41E-01
SOGA3///KIAA0408	0.5092584	7.41E-01
TMEM47	0.1991313	7.41E-01
LOC728903///GLIDR	0.1608821	7.41E-01
MIR637///DAPK3	-0.0963823	7.41E-01
H1FX	0.1305369	7.41E-01
TPGS1	-0.3145914	7.41E-01
C12orf74	-0.4385894	7.41E-01
PNLIPRP3	0.439692	7.41E-01
LINC00463	-0.4034756	7.41E-01
LHFPL4	-0.3449271	7.41E-01
SNORD10///SNORA48///SNORA67///EIF4A1	-0.1006766	7.41E-01
PRKD1	0.2457115	7.42E-01
LOC100507642	-0.4193169	7.42E-01
LOC105378749	0.3281725	7.42E-01
ATP11C	0.2344439	7.42E-01
HTR7P1///HTR7	-0.224482	7.42E-01
PET100	-0.0910416	7.42E-01
GET4///SUN1	-0.2513692	7.42E-01
ZNF257	-0.5934886	7.42E-01
GLRA3	-0.4563911	7.42E-01
HYMAI	-0.1522499	7.42E-01
C11orf80	0.196503	7.42E-01
SPECC1L	0.1076652	7.42E-01
RXFP2	-0.401794	7.42E-01
FGL1	-0.198296	7.42E-01
SPATA42	0.3570571	7.42E-01
FASTKD1	0.1271693	7.42E-01
ISL2	0.1840826	7.43E-01
FASTKD5	0.1445771	7.43E-01
SNHG10	0.2734376	7.43E-01
LOC340581	0.3441142	7.43E-01
ZNF419	0.0740941	7.43E-01
C7orf33	0.3886715	7.43E-01
DLG3-AS1	-0.1786751	7.43E-01
GSG2	0.2203951	7.44E-01
CDX1	0.6643891	7.44E-01
NME4	0.1779052	7.44E-01
DCAF12L2	-0.3332044	7.44E-01
PPEF2	0.4749512	7.44E-01
FER1L5	0.3011196	7.44E-01
ZNF436-AS1	0.1752696	7.44E-01
LOC101929123	0.3256503	7.44E-01
ABHD14B	-0.0996292	7.44E-01
KCTD3	0.122831	7.44E-01
MOCOS	0.2541318	7.45E-01
M6PR///PHC1	0.1024069	7.45E-01
PDZRN4	0.3232315	7.45E-01
MOAP1	-0.1068428	7.45E-01
C3orf49	0.2067953	7.45E-01
FMOD	-0.3165851	7.45E-01
LOC645485	0.3238471	7.45E-01
ZNF43	-0.19809	7.45E-01
UBL5	0.0830958	7.45E-01
CCDC15	0.13811	7.45E-01
UNC13D	0.2588636	7.45E-01
FNDC11	0.381729	7.45E-01
C6orf203	0.0884253	7.45E-01
SYBU	-0.2540299	7.45E-01
FAM160A1	-0.1525701	7.45E-01
DQX1	-0.270321	7.46E-01
LOC646626	-0.4273267	7.46E-01
ERCC6	0.1144796	7.46E-01
ZBTB46-AS1	-0.4472381	7.46E-01
LOC101928269	-0.1568698	7.46E-01
NUS1///NUS1P3	0.1398453	7.46E-01
CLIC2	0.1691562	7.46E-01
CXCR2	0.3255649	7.46E-01
GMFG	0.1722289	7.46E-01
CCDC178	-0.5199955	7.47E-01
ISOC2	0.0984046	7.47E-01
SAMD3	-0.3807773	7.47E-01
LOC101927348	0.4525908	7.47E-01
TMEM31	-0.3473621	7.47E-01
TMEM198	-0.1547175	7.47E-01
LINC00304	0.456191	7.47E-01
ADH5	0.1270421	7.47E-01
WEE2-AS1	-0.3959761	7.47E-01
TINAGL1	-0.1659151	7.47E-01
OR4D2	-0.3575698	7.47E-01
MVB12A	0.1270614	7.47E-01
ADGRB3	-0.3238108	7.47E-01
IGFL2	0.5545885	7.47E-01
HEXA-AS1	-0.3646194	7.47E-01
ZHX1	0.1147772	7.47E-01
LINC01093	-0.1764315	7.47E-01
LOC101928850	-0.4193883	7.47E-01
DAND5	-0.3514575	7.47E-01
FOXJ3	0.1586962	7.48E-01
FAM163B	-0.3334551	7.48E-01
TTC13	-0.0938786	7.48E-01
SRXN1	-0.12701	7.48E-01
RGL1	0.1688196	7.48E-01
OR2L13	-0.437971	7.48E-01
LINC01010	-0.2421365	7.48E-01
SYNM	0.4303442	7.48E-01
NKX1-1	0.2379452	7.48E-01
C9orf43	-0.1568113	7.48E-01
LOC389765	-0.1286078	7.48E-01
OTUD3	0.1092532	7.48E-01
ATP6V1E2	-0.1494298	7.48E-01
LOC101928012	-0.4401477	7.48E-01
