Label	logFC	FDR
 ODF4 	0.0661584	7.98E-01
 CCDC146 	-0.07829669	7.98E-01
 DUSP21 	-0.05859858	7.98E-01
 THAP5 	0.06360796	7.98E-01
 DNAH12 	-0.03801816	7.98E-01
 CCDC144NL 	0.07270153	7.98E-01
 WBSCR17 	0.06601638	7.99E-01
 BANP 	0.05844922	7.99E-01
 ZAP70 	0.05865211	7.99E-01
 CRYBA4 	-0.06084987	7.99E-01
 KRTAP5-9 	0.05314838	7.99E-01
 TIRAP 	0.05723916	7.99E-01
 ADAM33 	-0.05807951	7.99E-01
 GPR142 	0.05217589	7.99E-01
 HEXIM2 	0.05059093	7.99E-01
 CMPK2 	0.05893656	7.99E-01
 ZFP82 	0.07989216	7.99E-01
 OR52N1 	-0.07046864	7.99E-01
 CREB3L1 	0.07900224	7.99E-01
 TRIM17 	-0.05259067	7.99E-01
 MAGEB2 	0.05823604	7.99E-01
 LOC100129066 	-0.06017278	7.99E-01
 PALM 	-0.06103484	7.99E-01
 LHX9 	-0.06629973	7.99E-01
 SYN3 	0.05290976	7.99E-01
 BPIL1 	0.0566428	8.00E-01
 SLAIN1 	-0.07905409	8.00E-01
 NCRNA00287 	-0.06707631	8.00E-01
 PCDH20 	-0.08268787	8.00E-01
 STS 	0.07764084	8.00E-01
 DHDH 	-0.05357862	8.00E-01
 CBLN2 	-0.05479611	8.00E-01
 ZSCAN30 	0.07343724	8.00E-01
 ENOX1 	-0.07588753	8.00E-01
 TXNIP 	-0.07996629	8.00E-01
 C7orf54 	0.06318747	8.00E-01
 CGA 	0.07122229	8.00E-01
 KCNQ2 	-0.0502404	8.00E-01
 NTRK2 	0.07861878	8.01E-01
 POU4F1 	-0.05244233	8.01E-01
 JRK 	0.0483552	8.01E-01
 TGM5 	-0.05698844	8.01E-01
 NR4A2 	-0.09205664	8.01E-01
 SNX21 	0.04860184	8.01E-01
 CELA1 	0.06792789	8.01E-01
 OR2M7 	-0.0665215	8.02E-01
 KLF12 	0.07475533	8.02E-01
 FAM181B 	0.05716078	8.02E-01
 RNF183 	0.06061318	8.02E-01
 DLGAP2 	-0.05549822	8.02E-01
 MCC 	0.06554993	8.02E-01
 OR8J1 	0.04235977	8.02E-01
 FBXW11 	-0.0572358	8.02E-01
 TAS2R10 	0.07255796	8.03E-01
 NEU2 	-0.06593102	8.03E-01
 OR4D9 	-0.06758916	8.03E-01
 SAC3D1 	0.04839649	8.03E-01
 WNT2B 	0.05670029	8.03E-01
 NMUR1 	0.05400509	8.03E-01
 TM4SF4 	0.12489338	8.03E-01
 DNM3 	0.06610404	8.04E-01
 KRTAP13-1 	0.06007098	8.04E-01
 LCAT 	0.0547452	8.04E-01
 MLLT1 	0.04945667	8.04E-01
 EMID1 	0.05309471	8.04E-01
 LOC100131492 	-0.05612242	8.04E-01
 CD244 	0.05976382	8.04E-01
 ZNF793 	0.05694084	8.04E-01
 ZBTB47 	0.06394649	8.04E-01
 KCNS1 	0.05790856	8.04E-01
 EID2B 	-0.05775191	8.04E-01
 CYCS 	0.06566407	8.04E-01
 MYH13 	-0.06058709	8.04E-01
 NACC2 	-0.05199644	8.05E-01
 GPSM1 	-0.05399727	8.05E-01
 SOHLH2 	-0.06673887	8.05E-01
 OR2M3 	0.06079683	8.05E-01
 BCL2 	0.06620513	8.05E-01
 CLEC17A 	0.06503033	8.05E-01
 TNFAIP8L3 	-0.06878327	8.05E-01
 OR4K1 	-0.05883042	8.05E-01
 NAPSA 	0.05302624	8.05E-01
 NAT14 	-0.06601964	8.05E-01
 IMPDH1 	0.06154309	8.05E-01
 PPP1R2P1 	-0.05626486	8.05E-01
 DEFB125 	-0.07655831	8.05E-01
 CNGB1 	-0.05266918	8.06E-01
 ZSCAN20 	-0.0786562	8.06E-01
 PZP 	0.05335953	8.06E-01
 SAMD14 	0.05144449	8.06E-01
 DNAJC30 	0.0495588	8.06E-01
 NKPD1 	0.05161458	8.06E-01
 ANGPTL7 	-0.07981113	8.06E-01
 C1orf86 	-0.05182487	8.06E-01
 CLEC3A 	-0.06800242	8.06E-01
 EPHA10 	0.06251153	8.06E-01
 LGALS17A 	0.05915684	8.07E-01
 MLX 	0.05318842	8.07E-01
 CCDC106 	-0.05250527	8.07E-01
 CNOT6L 	-0.05559156	8.07E-01
 GSTT1 	-0.13367564	8.07E-01
 SERPINI2 	0.04047331	8.07E-01
 KANK2 	-0.0730168	8.07E-01
 CHRNB3 	-0.05052449	8.07E-01
 ZNF843 	-0.05398484	8.07E-01
 CCDC54 	-0.05203224	8.07E-01
 C12orf42 	0.0646096	8.07E-01
 RASIP1 	-0.05403647	8.07E-01
 IL17A 	-0.06177829	8.08E-01
 SECTM1 	0.0707702	8.08E-01
 ALDH8A1 	-0.05673733	8.08E-01
 TXNRD2 	-0.05351533	8.08E-01
 TLE4 	-0.0693226	8.08E-01
 DENND2C 	-0.06539364	8.09E-01
 CBLN3 	-0.04898778	8.09E-01
 TRIM46 	0.05329976	8.09E-01
 ATP1A3 	0.07375278	8.09E-01
 WNT3A 	-0.05559356	8.09E-01
 C4orf50 	-0.05845213	8.09E-01
 FLJ27243 	0.06401502	8.09E-01
 FICD 	-0.05305267	8.09E-01
 ZNF135 	-0.05191273	8.09E-01
 HOXB4 	0.0581646	8.09E-01
 CCDC8 	0.04836849	8.10E-01
 FAM71A 	-0.05917596	8.10E-01
 DLX1 	-0.05742149	8.10E-01
 C19orf45 	-0.05757593	8.10E-01
 LOC93622 	0.0610912	8.10E-01
 EIF2AK3 	0.06503969	8.10E-01
 OR8B4 	-0.0563696	8.10E-01
 PCCA 	-0.07132824	8.10E-01
 ZBTB48 	0.0592418	8.10E-01
 CIB3 	0.05571218	8.10E-01
 EMX1 	-0.05190191	8.10E-01
 DCD 	0.06226302	8.10E-01
 GCC1 	0.0562936	8.10E-01
 RPL23AP32 	0.07338416	8.10E-01
 CAP2 	0.10305896	8.10E-01
 C19orf73 	-0.05969782	8.10E-01
 NETO1 	-0.05763778	8.10E-01
 SCG3 	-0.04938532	8.11E-01
 SYT3 	0.05599664	8.11E-01
 ASGR1 	0.04998198	8.11E-01
 WDR31 	0.06518738	8.11E-01
 LRRTM2 	0.05603578	8.11E-01
 USP51 	0.05843676	8.11E-01
 ZNF620 	0.05745756	8.11E-01
 MUC21 	-0.07070487	8.11E-01
 HBM 	0.05213173	8.11E-01
 JOSD2 	-0.04657356	8.11E-01
 LOC100129831 	0.06603707	8.11E-01
 HIC2 	0.06176224	8.11E-01
 MGAT5B 	-0.04818138	8.11E-01
 ITGA10 	0.05643578	8.12E-01
 IMPG1 	-0.05462429	8.12E-01
 C20orf197 	-0.06003249	8.12E-01
 GABRA5 	-0.0662858	8.12E-01
 SUV420H2 	0.049678	8.12E-01
 EDN2 	0.04781038	8.12E-01
 CXorf48 	0.06022573	8.12E-01
 C5orf36 	0.06214084	8.12E-01
 OR2L2 	-0.07059035	8.12E-01
 COL13A1 	-0.04958611	8.12E-01
 SLC5A2 	0.05024582	8.12E-01
 FAM19A2 	-0.07416907	8.12E-01
 SPOCD1 	0.05028409	8.13E-01
 HTR6 	-0.05646378	8.13E-01
 ALX4 	-0.05278687	8.13E-01
 FGL2 	0.08924636	8.13E-01
 NRAP 	-0.05618704	8.13E-01
 GNPDA2 	0.07529531	8.13E-01
 ME1 	0.07436522	8.13E-01
 TMPRSS6 	0.05028578	8.13E-01
 PLEKHG7 	0.05201089	8.13E-01
 APBA1 	0.05026373	8.13E-01
 ICA1L 	-0.06649016	8.13E-01
 GRIN1 	0.06344882	8.13E-01
 ADD2 	-0.05070418	8.13E-01
 IRX1 	-0.0517798	8.13E-01
 C10orf82 	0.05248829	8.13E-01
 S1PR4 	-0.05778022	8.13E-01
 TMEM221 	-0.05280267	8.13E-01
 LRRC48 	0.05591547	8.13E-01
 RIMKLA 	0.05199518	8.13E-01
 G6PC2 	-0.06499984	8.13E-01
 ADRB1 	0.04884731	8.14E-01
 RGS12 	0.04913533	8.14E-01
 ERN2 	-0.068196	8.14E-01
 CYP2A13 	-0.0850068	8.14E-01
 C9orf142 	0.04311884	8.15E-01
 C8orf58 	0.0517152	8.15E-01
 PITX2 	0.05307191	8.15E-01
 TSPAN7 	0.08628927	8.15E-01
 CACNG6 	0.05474253	8.16E-01
 ZNF222 	0.07250722	8.16E-01
 SHD 	-0.05415193	8.16E-01
 TNXB 	-0.05117338	8.16E-01
 ADAMTS17 	-0.05146587	8.17E-01
 AHSG 	-0.05936511	8.17E-01
 CCDC60 	0.05925022	8.17E-01
 AMAC1 	-0.05074738	8.17E-01
 POU5F1P4 	0.07906862	8.17E-01
 PLCE1 	-0.06623876	8.17E-01
 RGR 	-0.05173722	8.17E-01
 OR2L3 	0.06926476	8.17E-01
 PLCZ1 	0.0547296	8.17E-01
 PRSS42 	-0.05624649	8.17E-01
 C7orf53 	0.05429656	8.18E-01
 FANK1 	0.05451287	8.18E-01
 ACSF2 	-0.06089049	8.18E-01
 TGM3 	0.06608898	8.18E-01
 OR5A1 	0.06318931	8.18E-01
 SOX8 	0.05142271	8.18E-01
 OR5AP2 	0.05694067	8.18E-01
 HRASLS 	-0.05902549	8.19E-01
 MYCT1 	0.08153436	8.19E-01
 MOCS1 	-0.05358836	8.19E-01
 LRMP 	0.06749742	8.19E-01
 C2CD4B 	-0.06504547	8.19E-01
 FIZ1 	0.044273	8.19E-01
 C17orf46 	0.06089838	8.19E-01
 CRTAC1 	0.04831476	8.20E-01
 RASGRP2 	-0.05399162	8.20E-01
 CSF2RB 	0.05749082	8.20E-01
 PAGE1 	-0.05419607	8.20E-01
 SLC5A8 	-0.05474987	8.20E-01
 HOXB8 	0.05704329	8.20E-01
 KRTAP8-1 	-0.05574118	8.20E-01
 PCBD2 	0.05391518	8.20E-01
 CORO6 	-0.04816091	8.21E-01
 PRSS41 	-0.04569898	8.21E-01
 COL21A1 	0.06891144	8.21E-01
 LCN8 	-0.04537527	8.21E-01
 ISCA2 	-0.05203102	8.21E-01
 TMCO4 	0.05429089	8.21E-01
 TYSND1 	0.04288202	8.21E-01
 GAS2L1 	0.04655504	8.21E-01
 INHBB 	0.04815991	8.21E-01
 OR9K2 	0.05665915	8.21E-01
 PANX3 	-0.05750202	8.21E-01
 RBP2 	-0.10964051	8.21E-01
 ZNF781 	0.04508242	8.21E-01
 CELA2B 	-0.05550567	8.21E-01
 TMC2 	0.05703396	8.21E-01
 SCNN1A 	0.07929007	8.21E-01
 C10orf107 	0.04701692	8.21E-01
 DUXA 	-0.04241649	8.21E-01
 CPA5 	0.05530807	8.21E-01
 TUBG2 	0.05758129	8.21E-01
 APOH 	-0.07461093	8.21E-01
 RSPH6A 	-0.04888064	8.21E-01
 C1orf161 	0.06419378	8.22E-01
 IQSEC3 	-0.0540306	8.22E-01
 CD200R1L 	0.03918123	8.22E-01
 FAIM2 	-0.06100649	8.22E-01
 BLNK 	0.06115518	8.22E-01
 PIGY 	0.06071918	8.22E-01
 SVIL 	0.09068651	8.22E-01
 PDE9A 	-0.06041673	8.22E-01
 CFHR3 	0.05931284	8.22E-01
 KRTAP2-4 	0.06185736	8.22E-01
 FBXO36 	-0.06114133	8.22E-01
 CCDC83 	-0.03449138	8.22E-01
 SOX17 	-0.05512098	8.22E-01
 IQCH 	-0.04862682	8.22E-01
 LPPR3 	-0.04333091	8.22E-01
 AHNAK 	0.05313867	8.22E-01
 STIM1 	0.05036849	8.23E-01
 PHOX2B 	-0.05274611	8.23E-01
 C18orf12 	-0.05793169	8.23E-01
 MTMR9LP 	0.04337173	8.23E-01
 DCDC1 	-0.05425524	8.23E-01
 FAM13C 	0.07263582	8.23E-01
 LIN7A 	0.07058	8.23E-01
 NMNAT2 	-0.05968111	8.23E-01
 INS 	0.05999804	8.23E-01
 IGSF3 	0.04909416	8.23E-01
 CIDEB 	0.05239491	8.23E-01
 MRGPRX1 	-0.07362484	8.23E-01
 C20orf135 	0.047811	8.24E-01
 OR5B21 	0.06576411	8.24E-01
 C1QTNF4 	-0.05183849	8.24E-01
 C9orf163 	0.05521498	8.24E-01
 LRFN5 	-0.069436	8.24E-01
 CALB2 	0.06830144	8.24E-01
 SLAMF7 	0.07668822	8.25E-01
 CYorf15B 	0.08321671	8.25E-01
 UBE2M 	0.04583851	8.25E-01
 C1orf183 	-0.05443093	8.25E-01
 ANKRD26P1 	-0.02605777	8.25E-01
 STX11 	-0.06824698	8.25E-01
 SERP1 	0.05750622	8.25E-01
 PBX4 	-0.04674256	8.25E-01
 NEFL 	-0.06496867	8.25E-01
 ASNS 	-0.06205158	8.25E-01
 SLC22A12 	-0.04497647	8.25E-01
 MAGEA11 	0.05502151	8.25E-01
 ITGB1BP2 	0.06211113	8.25E-01
 PCBP3 	-0.06063958	8.25E-01
 UMODL1 	-0.05130687	8.25E-01
 E2F3 	-0.0718408	8.25E-01
 SEPT14 	0.06736776	8.25E-01
 ACBD4 	0.04876027	8.25E-01
 KNG1 	-0.04573142	8.25E-01
 LRRC9 	0.02774915	8.25E-01
 BCAR1 	0.05268876	8.25E-01
 GLRA3 	-0.04420327	8.25E-01
 NCRNA00083 	-0.04590218	8.25E-01
 KHDRBS2 	-0.06055462	8.25E-01
 POU3F3 	0.041984	8.25E-01
 EEPD1 	0.05438509	8.25E-01
 NAALADL1 	0.05150593	8.25E-01
 SLC30A2 	0.0495874	8.25E-01
 CRTC1 	0.04254987	8.26E-01
 C22orf26 	-0.05335238	8.26E-01
 OR6S1 	0.05689664	8.26E-01
 CCDC63 	0.04819447	8.26E-01
 RAPSN 	-0.05003018	8.26E-01
 TRYX3 	-0.0545104	8.26E-01
 TRIM9 	0.05628622	8.26E-01
 MED19 	-0.04932029	8.26E-01
 KRT9 	0.05267791	8.26E-01
 SYPL2 	0.05959253	8.26E-01
 LOC150197 	-0.04896547	8.26E-01
 ENO3 	0.055115	8.26E-01
 KCNQ5 	-0.05663393	8.26E-01
 B3GNT3 	0.06453733	8.26E-01
 ATF4 	-0.04323442	8.26E-01
 SLC22A11 	-0.0439272	8.27E-01
 NBR2 	0.05947431	8.27E-01
 C1orf95 	-0.04876538	8.27E-01
 NEFM 	-0.05574447	8.27E-01
 OR6C76 	-0.05588448	8.27E-01
 PAQR7 	-0.05251931	8.28E-01
 FHL5 	-0.09354078	8.28E-01
 GRM5 	0.04937189	8.28E-01
 C21orf89 	0.05179502	8.28E-01
 SPACA3 	-0.04861887	8.28E-01
 TMEM81 	-0.06331309	8.28E-01
 TAS2R41 	0.07272311	8.28E-01
 SLC22A6 	0.04935944	8.28E-01
 RNF148 	-0.05591282	8.28E-01
 MTNR1B 	0.05297689	8.28E-01
 LIN28B 	-0.0398483	8.28E-01
 GFRA3 	-0.06707311	8.28E-01
 OR2H2 	0.06649529	8.28E-01
 FOXE3 	-0.05673064	8.28E-01
 HMX1 	-0.04354818	8.28E-01
 ND6 	-0.05550322	8.28E-01
 RBMXL2 	0.04193331	8.28E-01
 OR6F1 	0.07025409	8.28E-01
 CECR6 	-0.04373909	8.28E-01
 OR2T12 	-0.07464653	8.29E-01
 LGALS13 	0.04439391	8.29E-01
 NBPF22P 	0.04557754	8.29E-01
 FCRL1 	-0.06145736	8.29E-01
 CYSLTR2 	-0.06707018	8.29E-01
 FAM156A 	-0.06583016	8.30E-01
 C10orf27 	-0.0589046	8.30E-01
 SLITRK5 	-0.05351369	8.30E-01
 TPD52L3 	-0.0333749	8.30E-01
 MYBPC3 	-0.04382738	8.30E-01
 ZNF425 	-0.04933809	8.30E-01
 OR6C3 	0.05703929	8.30E-01
 BRS3 	-0.0581092	8.30E-01
 DMGDH 	-0.05690698	8.30E-01
 ZBTB37 	-0.04872933	8.30E-01
 CARD9 	-0.04160187	8.30E-01
 CREB3L3 	-0.0585496	8.30E-01
 MAGEB6 	0.05094109	8.31E-01
 C9orf66 	-0.06027476	8.31E-01
 KIAA1191 	-0.05861444	8.31E-01
 WT1-AS 	-0.05571182	8.31E-01
 MRO 	-0.06066891	8.31E-01
 KNDC1 	-0.04440933	8.31E-01
 FAM171A2 	-0.04153427	8.31E-01
 BPI 	0.06216713	8.31E-01
 HIC1 	-0.04714622	8.31E-01
 OTOP2 	-0.05452704	8.31E-01
 OR1L3 	0.04098164	8.31E-01
 SLITRK1 	0.05850136	8.31E-01
 SPATA1 	-0.04429087	8.31E-01
 TGFB1I1 	0.06382722	8.31E-01
 ZNF576 	0.04393024	8.31E-01
 TBC1D17 	-0.0442686	8.32E-01
 EIF5A2 	0.06715409	8.32E-01
 C2orf63 	0.04500611	8.32E-01
 PHGDH 	-0.07021838	8.32E-01
 CYBRD1 	0.08801616	8.33E-01
 PRELID2 	0.05856164	8.33E-01
 OR2F1 	0.06084067	8.33E-01
 RPGRIP1 	0.04807898	8.33E-01
 ADCY8 	-0.04998676	8.33E-01
 EVX1 	-0.04478638	8.33E-01
 LEKR1 	-0.04230571	8.33E-01
 TREML4 	0.05287669	8.33E-01
 FXYD7 	0.05299447	8.33E-01
 C3orf49 	-0.04660093	8.33E-01
 SLC10A4 	-0.04581533	8.33E-01
 HOXC8 	0.05105158	8.33E-01
 CORO2B 	-0.05326276	8.33E-01
 KRT32 	0.04653507	8.33E-01
 ATP2B4 	0.08063651	8.34E-01
 C20orf151 	0.04313331	8.34E-01
 C3orf48 	0.04292879	8.34E-01
 TMCC3 	0.04597287	8.34E-01
 OR4K14 	0.05653522	8.34E-01
 CDK7 	0.04790184	8.35E-01
 KCNMA1 	-0.09082287	8.35E-01
 GFRAL 	0.03399823	8.35E-01
 KLK5 	-0.04361149	8.35E-01
 EBF4 	-0.05044707	8.35E-01
 SIM1 	-0.04908391	8.35E-01
 TAS2R39 	-0.07839307	8.35E-01
 C9 	0.0450448	8.35E-01
 CLIP4 	-0.07221264	8.35E-01
 KIRREL2 	-0.04428231	8.35E-01
 SNX20 	-0.05654387	8.35E-01
 TAS2R38 	0.06767009	8.36E-01
 MADCAM1 	-0.04740104	8.36E-01
 TCTE1 	-0.04765547	8.36E-01
 FBXL14 	0.04724567	8.36E-01
 FLJ46026 	0.04680782	8.36E-01
 ZMYND10 	-0.05021	8.36E-01
 ZNF697 	0.04260664	8.36E-01
 FGF19 	-0.04704569	8.36E-01
 NRG1 	0.05203209	8.36E-01
 KRCC1 	-0.07012982	8.36E-01
 GMPR 	-0.056794	8.36E-01
 ACR 	-0.04881622	8.36E-01
 HEMGN 	-0.03488627	8.36E-01
 C10orf53 	-0.05485831	8.37E-01
 TMPRSS13 	0.05319024	8.37E-01
 SLC22A1 	-0.03894187	8.37E-01
 MS4A8B 	-0.07471056	8.37E-01
 NDUFA5 	0.07236156	8.37E-01
 C16orf59 	-0.04250838	8.37E-01
 FCRL3 	0.05559156	8.37E-01
 STRA8 	-0.04519518	8.37E-01
 TP53TG1 	0.04774469	8.37E-01
 MMP28 	0.05059671	8.38E-01
 SGPP2 	0.06977967	8.38E-01
 UBE2J2 	0.04527678	8.38E-01
 SLC25A36 	0.06720844	8.38E-01
 TIGD3 	-0.07759611	8.38E-01
 TXNDC8 	-0.04203098	8.38E-01
 HOXD11 	0.04996578	8.38E-01
 VIPR1 	0.0484056	8.38E-01
 BTF3P9 	0.04538336	8.38E-01
 SLIT1 	-0.04188816	8.38E-01
 CUEDC1 	0.04281004	8.38E-01
 CDC42EP4 	0.04304702	8.38E-01
 SNTG1 	0.04836504	8.38E-01
 SSX5 	0.06147038	8.38E-01
 ENTPD2 	-0.04504856	8.38E-01
 SLC13A1 	-0.03203156	8.38E-01
 FST 	-0.0534844	8.38E-01
 SNX31 	0.05319047	8.38E-01
 C11orf87 	-0.04823191	8.38E-01
 KIAA0319 	0.05651304	8.38E-01
 RDH16 	0.04843056	8.38E-01
 FAM71D 	0.03970704	8.38E-01
 WFDC13 	-0.05761802	8.38E-01
 HTR3D 	-0.05031311	8.38E-01
 PAIP1 	-0.05087578	8.39E-01
 TP53INP2 	-0.04392191	8.39E-01
 MYO3B 	-0.05167562	8.39E-01
 PRG4 	0.06621309	8.39E-01
 HOOK2 	0.04308538	8.39E-01
 LHX5 	0.05746484	8.39E-01
 GLTSCR2 	0.04503851	8.39E-01
 JAKMIP2 	0.05903733	8.39E-01
 FEZF2 	-0.04535567	8.39E-01
 FOXF2 	-0.05053069	8.40E-01
 KLHL10 	0.05712336	8.40E-01
 ZBTB43 	0.0515744	8.40E-01
 OR7C1 	0.05586944	8.40E-01
 CNTNAP2 	0.05678767	8.40E-01
 CCL24 	-0.06317258	8.40E-01
 E2F7 	-0.06177829	8.40E-01
 MC4R 	-0.06287069	8.40E-01
 B3GALT1 	0.05329722	8.40E-01
 CYB5A 	-0.07592398	8.40E-01
 SPAG17 	0.03991764	8.41E-01
 IFNA2 	-0.05338887	8.41E-01
 TRY6 	0.07956482	8.41E-01
 SAMD11 	-0.04725638	8.41E-01
 OXGR1 	-0.05171908	8.41E-01
 CLDN10 	-0.06351122	8.41E-01
 LOC100128644 	0.05093958	8.41E-01
 ADAM32 	0.05242851	8.41E-01
 EFS 	-0.04425318	8.41E-01
 BTN1A1 	0.04499509	8.41E-01
 SLC16A8 	0.04183518	8.41E-01
 WFDC1 	0.05335611	8.41E-01
 MKRN9P 	0.04630772	8.41E-01
 CPEB4 	-0.05321716	8.42E-01
 ERAS 	0.05233636	8.42E-01
 CLDN5 	-0.04818064	8.42E-01
 NFE2 	0.05649584	8.42E-01
 LYPD1 	-0.04685344	8.42E-01
 SSTR2 	-0.04546309	8.42E-01
 S100Z 	-0.0562366	8.42E-01
 OR3A4 	-0.05090887	8.42E-01
 TMEM132E 	-0.04566869	8.42E-01
 CCDC107 	-0.04294964	8.42E-01
 SIX5 	0.04511047	8.42E-01
 C3orf20 	-0.05094669	8.42E-01
 SCGB1A1 	0.04877633	8.42E-01
 C20orf200 	-0.04143493	8.42E-01
 BAG3 	-0.04690249	8.42E-01
 MBIP 	0.06362109	8.42E-01
 ANKRD2 	-0.04003636	8.42E-01
 ARHGAP18 	0.05289667	8.42E-01
 OR10Q1 	0.05293707	8.43E-01
 OR4C16 	0.0447187	8.43E-01
 CDH23 	-0.0447688	8.43E-01
 ADAM21 	-0.0472654	8.43E-01
 GALNTL2 	-0.06968907	8.43E-01
 UST 	0.06001711	8.44E-01
 MYLK 	-0.08147964	8.44E-01
 HLA-DPB2 	-0.05475296	8.44E-01
 ARHGAP6 	-0.05418709	8.44E-01
 FAM154A 	0.0460286	8.44E-01
 SIX6 	-0.03908822	8.44E-01
 DNAJB5 	-0.08186029	8.44E-01
 C21orf125 	-0.05599284	8.44E-01
 OR1N1 	-0.0722108	8.44E-01
 DUSP13 	-0.04078687	8.44E-01
 DUSP15 	0.03866529	8.44E-01
 NCR1 	-0.04318836	8.44E-01
 MYEF2 	-0.06494424	8.44E-01
 ADAD2 	-0.04152711	8.44E-01
 SLC22A9 	-0.05852591	8.44E-01
 LOC100130916 	-0.06168918	8.44E-01
 C19orf18 	0.04567234	8.45E-01
 HSPA12B 	0.04105656	8.45E-01
 METRNL 	-0.0411586	8.45E-01
 FBXW4 	-0.04630851	8.45E-01
 AS3MT 	0.06461516	8.45E-01
 ZNF541 	-0.04576527	8.45E-01
 NUDT12 	0.06202062	8.45E-01
 OTX1 	-0.04843064	8.45E-01
 HOXA1 	0.05651896	8.45E-01
 CHRNA3 	-0.06277049	8.45E-01
 TCEB3B 	-0.04850484	8.46E-01
 KITLG 	0.06209967	8.46E-01
 CST6 	0.04389053	8.46E-01
 DNAI2 	-0.04579242	8.46E-01
 MSRA 	-0.04359962	8.46E-01
 HRCT1 	0.06140289	8.46E-01
 CRIPAK 	-0.05151069	8.46E-01
 PIWIL3 	0.03579884	8.46E-01
 RBP5 	0.04521382	8.46E-01
 FSTL5 	0.06142714	8.46E-01
 CD22 	0.0425722	8.47E-01
 PRR15L 	0.07044242	8.47E-01
 DNM1P41 	-0.05907013	8.47E-01
 UBE2N 	0.0512946	8.47E-01
 OR52N5 	-0.0631891	8.47E-01
 HPR 	-0.04836398	8.47E-01
 CHCHD10 	0.04555182	8.47E-01
 DRP2 	0.04540522	8.47E-01
 ACSL6 	-0.05186458	8.47E-01
 MGC23284 	0.04937729	8.47E-01
 VWA1 	-0.03821629	8.47E-01
 SLC6A18 	-0.04194887	8.47E-01
 ZNF20 	0.05408236	8.47E-01
 GTSF1L 	-0.04755356	8.47E-01
 MAB21L2 	-0.06459684	8.48E-01
 C16orf81 	0.03656776	8.48E-01
 RTBDN 	0.04454191	8.48E-01
 SCNN1D 	-0.04084533	8.48E-01
 KRTAP13-2 	-0.03050377	8.48E-01
 GABRR2 	0.04675209	8.48E-01
 C14orf166B 	-0.04600038	8.48E-01
 GRIK5 	-0.04709776	8.48E-01
 C15orf51 	-0.04335376	8.48E-01
 ADRA1B 	-0.04218118	8.48E-01
 ZNF586 	0.04101549	8.49E-01
 GPRC5B 	-0.06498336	8.49E-01
 H1FOO 	-0.04168627	8.49E-01
 ZNF260 	-0.06464456	8.49E-01
 FAM131A 	0.03986922	8.49E-01
 NFIX 	0.05602129	8.49E-01
 AURKC 	-0.04423931	8.49E-01
 TFDP3 	-0.0506488	8.49E-01
 NMB 	-0.05243564	8.49E-01
 ABCA4 	-0.04824153	8.49E-01
 POM121 	0.05953453	8.49E-01
 KCNA4 	0.04266333	8.49E-01
 ELANE 	0.03976527	8.49E-01
 NAP1L5 	-0.06592313	8.50E-01
 POM121L9P 	0.06014924	8.50E-01
 C17orf28 	-0.04957553	8.50E-01
 TMEM59L 	-0.04810973	8.50E-01
 PREX2 	-0.06301616	8.50E-01
 FAHD2A 	-0.05161349	8.50E-01
 PAQR8 	-0.05153316	8.50E-01
 KCNE1 	-0.051718	8.50E-01
 CYP39A1 	0.05882651	8.50E-01
 RHD 	0.02823044	8.50E-01
 OR13H1 	-0.03362376	8.50E-01
 FAM50B 	-0.05010589	8.51E-01
 ZFPM1 	-0.04246251	8.51E-01
 GK3P 	0.04430413	8.51E-01
 ZNF296 	0.04496387	8.51E-01
 DHDPSL 	0.0421122	8.51E-01
 MFAP4 	-0.08033327	8.51E-01
 ME3 	-0.04602533	8.51E-01
 MGC34796 	0.05602469	8.51E-01
 SERPINB12 	-0.03853691	8.51E-01
 PRELP 	-0.07503118	8.51E-01
 HCG8 	-0.05278276	8.51E-01
 NCRNA00158 	0.03802944	8.51E-01
 ZSCAN1 	-0.041254	8.52E-01
 MRPL49 	0.04462964	8.52E-01
 FSD1 	0.04108313	8.52E-01
 CTBP2 	-0.04217322	8.52E-01
 ZCWPW1 	-0.05038187	8.52E-01
 PDK1 	0.06033293	8.52E-01
 MEF2B 	0.0408512	8.52E-01
 GJA10 	-0.05512879	8.52E-01
 FAM3D 	-0.08846876	8.52E-01
 GDF7 	-0.04385116	8.53E-01
 C22orf24 	0.05635833	8.53E-01
 TMEM200B 	-0.04044949	8.53E-01
 FLJ32742 	0.04973686	8.53E-01
 MYBPH 	0.04290513	8.54E-01
 IL22RA2 	-0.03938789	8.54E-01
 CCDC116 	-0.04227176	8.54E-01
 KAAG1 	-0.0444556	8.54E-01
 ZNF660 	0.0498496	8.54E-01
 SH3TC1 	0.03538889	8.54E-01
 CLEC4G 	0.04023631	8.54E-01
 DEFA6 	-0.13569402	8.54E-01
 TMEM158 	0.03542051	8.54E-01
 B3GALT2 	0.0431408	8.54E-01
 IQCF2 	0.05650749	8.54E-01
 STOML3 	-0.04559716	8.54E-01
 SYNPO2L 	0.05014698	8.54E-01
 NPY6R 	-0.05920878	8.54E-01
 ZNF663 	0.05093498	8.54E-01
 PKD1L2 	-0.04053242	8.54E-01
 CLDN20 	-0.05281409	8.54E-01
 TMC8 	-0.03782047	8.55E-01
 NPPB 	0.04348402	8.55E-01
 UNC5CL 	0.0504538	8.55E-01
 KLK2 	0.04707138	8.55E-01
